schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
6623,124156703,Nottingham School,Oxford Area School District,SD,517,0.4,3.7,32.9,0,0.2,58.4,4.4,41.4,11.6,23.6,Yes,52.2,47.8,736 Garfield St,PA,19363,610-932-6632,http://www.oxfordasd.org,Oxford,Not Available,517,3.5,"3, 4",Chester County IU 24,http://www.cciu.org
6624,124156703,Jordan Bank School,Oxford Area School District,SD,252,0.4,3.2,38.1,0,0,53.6,4.8,44.8,19.0,17.9,Yes,53.6,46.4,536 Hodgson St,PA,19363,610-932-6625,http://www.oxfordasd.org,Oxford,Not Available,252,0,K5F,Chester County IU 24,http://www.cciu.org
6625,125237903,Springton Lake MS,Rose Tree Media School District,SD,904,6.9,3.8,2.3,0,0.1,82.8,4.1,13.5,1.0,14.6,No,50.8,49.2,1900 N Providence Rd,PA,19063,610-627-6501,http://www.rtmsd.org,Media,Not Available,904,13.2,"6, 7, 8",Delaware County IU 25,http://www.dciu.org
6632,118408607,Wilkes-Barre Area Career & Technical Center,Wilkes-Barre Area CTC,OCCCTC,926,0.3,11.4,15.4,0.1,0,71.7,1,62.3,0.0,0.3,No,63.2,36.8,"Jumper Road, Plains Township",PA,18705,570-822-4131,http://www.wbactc.org,Wilkes-Barre,"Applied Hort; Graphic Comm, Other; Cosmetology; Institutional Food Workers; Drafting and Design Tech, Gen; Child Care and Support Services; Job-Seeking/Changing Skills; Criminal Justice/Police Science; Mason/Masonry; Carpentry; Electand Power Trans install; Building/Property Maint; Plumb Tech; HVACMaint Tech; Autobody/Collision; Automotive Mech; Medium/Heavy Vehicle; Machine Tool Machinist; Welder; Cinematography and Film/Video Production; Health/Medical Assist; Logistics, Materials, and Supply Chain; Management Info Systems; Sales, Dist and Marketing Oper",926,0.1,"9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
6633,120481002,Thomas Jefferson El Sch,Bethlehem Area School District,SD,238,0.8,9.2,54.6,0,0,32.4,2.9,74,5.0,13.4,Yes,53.8,46.2,404 E North St,PA,18018,610-691-1776,http://www.beth.k12.pa.us,Bethlehem,Not Available,238,3.4,"K5F, 1, 2, 3, 4, 5",Colonial IU 20,http://www.ciu20.org
6634,120481002,William Penn El Sch,Bethlehem Area School District,SD,253,0.4,13.4,47.4,0,0.4,32.8,5.5,77.1,5.1,14.6,Yes,53.4,46.6,1002 Main St,PA,18018,610-694-0116,http://www.beth.k12.pa.us,Bethlehem,Not Available,253,2,"K5F, 1, 2, 3, 4, 5",Colonial IU 20,http://www.ciu20.org
6635,101634207,Mon Valley Career and Technology Center,Mon Valley CTC,OCCCTC,473,0,9.7,1.5,0,0.4,83.3,5.1,64.9,0.0,0,No,64.7,35.3,Five Guttman Avenue,PA,15022,724-489-9581,http://www.monvalleyctc.org,Charleroi,"Comm Techs and Support Services; Cosmetology; Institutional Food Workers; Comp Tech/Comp Systems Tech; Carpentry; Electand Power Trans install; Const Trades; Autobody/Collision; Automotive Mech; Precision Metal Working, Other; Health Prof and Rel Clinical Sciences; Management Info Systems",473,0,"9, 10, 11, 12",Intermediate Unit 1,http://www.iu1.org
6638,101638003,Trinity MS,Trinity Area School District,SD,722,1.1,2.1,1.7,0.1,0.3,90.9,3.9,36.6,1.0,15,No,47.1,52.9,50 Scenic Dr,PA,15301,724-228-2112,http://www.trinitypride.org,Washington,Not Available,722,3.9,"6, 7, 8",Intermediate Unit 1,http://www.iu1.org
6639,123463603,Keith Valley MS,Hatboro-Horsham School District,SD,1095,5.5,5.1,7.1,0.2,0.1,77.9,4.1,26,0.8,20.5,No,50.1,49.9,227 Meetinghouse Road,PA,19044,215-420-5050,http://www.hatboro-horsham.org,Horsham,Not Available,1095,8,"6, 7, 8",Montgomery County IU 23,http://www.mciu.org
6641,112676403,Markle Intrmd Sch,South Western School District,SD,1003,2.7,1.9,5.3,0,0.1,87.3,2.7,23.7,1.1,12.3,No,55.9,44.1,225 Bowman Rd,PA,17331,717-633-4840,http://www.swsd.k12.pa.us,Hanover,Not Available,1003,3.9,"6, 7, 8",Lincoln IU 12,http://www.iu12.org
6643,101266007,Connellsville Area Career & Technical Center,Connellsville Area Career & Technical Center,COMCTC,562,0,1.1,0.5,0,0.2,96.4,1.8,77.2,0.0,4.4,No,62.5,37.5,720 Locust Street,PA,15425,724-626-0236,http://www.casdfalcons.org/schools/ctc.php,Connellsville,"Comp Systems Networking and Telecomm; Cosmetology; Institutional Food Workers; Homeland Security; Mason/Masonry; Carpentry; Electand Power Trans install; HVACMaint Tech; Autobody/Collision; Automotive Mech; Welder; Const/Heavy Equip; Health/Medical Assist; Sales, Dist and Marketing Oper",562,0.4,"9, 10, 11, 12",Intermediate Unit 1,http://www.iu1.org
6646,108111303,Cambria El Sch,Central Cambria School District,SD,480,0.8,0.8,0.2,0.2,0,96.9,1,40.4,0.2,18.3,Yes,51.2,48.8,212 Schoolhouse Rd,PA,15931,814-472-8432,http://www.cchs.k12.pa.us,Ebensburg,Not Available,480,2.5,"K5F, 1, 2, 3, 4, 5",Appalachia IU 8,http://www.iu08.org
6647,104107503,Slippery Rock Area MS,Slippery Rock Area School District,SD,445,0.9,0.7,0.4,0.2,0.2,96.8,0.7,34.8,0.0,16.4,No,56.2,43.8,201 Kiester Rd,PA,16057,724-794-2960,http://www.slipperyrock.k12.pa.us,Slippery Rock,Not Available,445,7.4,"6, 7, 8",Midwestern IU 4,http://www.miu4.org
6648,107657103,Penn Trafford HS,Penn-Trafford School District,SD,1304,1,0.8,0.6,0.1,0.2,96.5,0.8,16.3,0.1,7,No,52.7,47.3,3381 Route 130,PA,15636,724-744-4471,http://www.penntrafford.org,Harrison City,Not Available,1304,7.3,"9, 10, 11, 12",Westmoreland IU 7,http://www.wiu.k12.pa.us
6654,105259703,Wattsburg Area MS,Wattsburg Area School District,SD,425,0,0.9,1.6,0,0.2,94.1,3.1,34.4,0.2,16,No,54.1,45.9,10774 Wattsburg Rd,PA,16509,814-824-3400,http://www.wattsburg.org,Erie,Not Available,425,4.2,"5, 6, 7, 8",Northwest Tri-County IU 5,http://www.iu5.org
6660,108567807,Somerset County Technology Center,Somerset County Technology Center,OCCCTC,431,0,0.7,1.2,0.2,0.2,97.2,0.5,64,0.0,0,No,65.7,34.3,281 Technology Drive,PA,15501,814-443-3651,http://www.sctc.net/dnn,Somerset,"Forestry Tech; Comp Systems Networking and Telecomm; Cosmetology; Institutional Food Workers; Drafting and Design Tech, Gen; Child Care and Support Services; Mason/Masonry; Carpentry; Electand Power Trans install; HVACMaint Tech; Autobody/Collision; Automotive Mech; Machine Tool Machinist; Welder; Dental Assist/Asst; Health/Medical Assist",431,0,"9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
6661,108110307,Admiral Peary Area Vocational-Technical School,Admiral Peary AVTS,OCCCTC,544,0,1.3,0,0,0,98.5,0.2,61,0.0,0.4,No,69.7,30.3,948 Ben Franklin Highway,PA,15931,814-472-6490,http://www.admiralpeary.tec.pa.us,Ebensburg,"Comp Systems Networking and Telecomm; Cosmetology; Institutional Food Workers; Eng Tech and Eng-Rel Fields; Child Care and Support Services; Mason/Masonry; Carpentry; Electand Power Trans install; HVACMaint Tech; Autobody/Collision; Automotive Mech; Vehicle Maint and Repair Tech, Other; Welder; Health/Medical Assist",544,0,"9, 10, 11, 12",Appalachia IU 8,http://www.iu08.org
6664,102027451,Pittsburgh Pioneer,Pittsburgh School District,SD,73,4.1,46.6,2.7,0,0,41.1,5.5,63,1.4,79.5,No,64.4,35.6,775 Dunster St,PA,15226,412-529-7405,http://www.pghschools.org/,Pittsburgh,Not Available,73,0,"K5F, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Pittsburgh-Mt Oliver IU 2,http://www.pmoiu2.k12.pa.us/
6672,103026037,McKeesport Area Technology Center,McKeesport Area Tech Ctr,OCCCTC,271,0,38.7,1.1,0,0.4,53.1,6.6,95.9,0.4,0,No,46.9,53.1,1960 Eden Park Boulevard,PA,15132,412-664-3613,http://www.mckasd.net,McKeesport,Cosmetology; Institutional Food Workers; Eng Tech and Eng-Rel Fields; Child Care and Support Services; Job-Seeking/Changing Skills; Const Trades; Autobody/Collision; Comm and Advertising Art; Health Prof and Rel Clinical Sciences,271,0.7,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
6674,120454507,Monroe Career and Technical Institute,Monroe Career & Tech Inst,OCCCTC,941,0.5,15.8,19.1,0.2,0.2,64,0.1,48.1,0.2,0,No,62.3,37.7,194 Laurel Lake Road,PA,18321,570-629-2001,http://www.monroecti.org,Bartonsville,"Applied Hort; Graphic Comm, Other; Comp Systems Networking and Telecomm; Cosmetology; Institutional Food Workers; Electrical, Electronic and Comm Eng Tech; Drafting and Design Tech, Gen; Job-Seeking/Changing Skills; Criminal Justice/Police Science; Mason/Masonry; Carpentry; Electand Power Trans install; Plumb Tech; HVACMaint Tech; Autobody/Collision; Automotive Mech; Medium/Heavy Vehicle; Vehicle Maint and Repair Tech, Other; Machine Tool Machinist; Welder; Health Prof and Rel Clinical Sciences; Sales, Dist and Marketing Oper; Tourism and Travel Services Marketing Oper",941,0.1,"9, 10, 11, 12",Colonial IU 20,http://www.ciu20.org
6675,126515001,King Martin Luther HS,Philadelphia City School District,SD,641,0.5,94.4,1.9,0,0,1.7,1.6,95.3,0.9,32.1,Yes,64.4,35.6,6100 Stenton Ave,PA,19138,215-400-3500,http://www.philasd.org,Philadelphia,Not Available,641,0.5,"9, 10, 11, 12",Philadelphia IU 26,http://www.phila.k12.pa.us/
6678,115221753,Hershey MS,Derry Township School District,SD,843,11.2,5.1,6.6,0,0.2,72.5,4.4,22,0.9,12.3,No,50.3,49.7,500 Homestead Rd,PA,17033,717-531-2222,http://www.hershey.k12.pa.us,Hershey,Not Available,843,6.5,"6, 7, 8",Capital Area IU 15,http://www.caiu.org
6680,128328003,United El Sch,United School District,SD,531,0.9,0.2,1.1,0,0,96.2,1.5,55,0.2,19.2,Yes,49.5,50.5,10775 Route 56 East,PA,15920,814-446-5615,http://www.unitedsd.net,Armagh,Not Available,531,1.7,"PreKF, K5F, 1, 2, 3, 4, 5, 6",ARIN IU 28,http://www.iu28.org
6682,115226103,Millersburg Area Middle School,Millersburg Area School District,SD,181,0,2.8,3.3,0,0,90.6,3.3,48.1,0.0,14.9,No,51.4,48.6,799 Center St,PA,17061,717-692-2108,http://www.mlbgsd.k12.pa.us,Millersburg,Not Available,181,1.1,"6, 7, 8",Capital Area IU 15,http://www.caiu.org
6683,120456003,Chipperfield El Sch,Stroudsburg Area School District,SD,856,3.9,23.4,22.9,0.2,0,47.7,2,44,3.5,19.5,Yes,55.5,44.5,2000 Chipperfield Drive,PA,18360,570-421-4834,http://www.sburg.org,Stroudsburg,Not Available,856,0.7,"K5F, 1, 2, 3, 4",Colonial IU 20,http://www.ciu20.org
6686,101262903,Frazier El Sch,Frazier School District,SD,518,0.6,0.8,2.1,0,0,95.4,1.2,48.5,0.6,12.9,Yes,53.1,46.9,142 Constitution St,PA,15473,724-736-9507,http://www.frazierschooldistrict.org,Perryopolis,Not Available,518,0.2,"PreKH, K4H, K5F, 1, 2, 3, 4, 5",Intermediate Unit 1,http://www.iu1.org
6688,112679403,Indian Rock El Sch,York Suburban School District,SD,317,2.5,6,4.7,0,0,77.6,9.2,28.7,1.3,14.5,No,52,48,1500 Indian Rock Dam Rd,PA,17403,717-885-1250,http://www.yssd.org,York,Not Available,317,2.5,"3, 4, 5",Lincoln IU 12,http://www.iu12.org
6690,104101252,Butler Area IHS,Butler Area School District,SD,1511,0.9,2.2,1.3,0,0.1,93.7,1.8,36.8,0.4,17.7,No,52.6,47.4,551 Fairground Hill Road,PA,16001,724-287-8721,http://www.butlerk12.org/Domain/4,Butler,Not Available,1511,4.6,"7, 8, 9",Midwestern IU 4,http://www.miu4.org
6692,112676503,Southern El Sch,Southern York County School District,SD,597,0.7,3,1.2,0,0.2,93,2,20.6,0.0,14.2,No,52.1,47.9,3280 Fissels Church Rd,PA,17327,717-235-4811,http://www.sycsd.org,Glen Rock,Not Available,597,2.8,"K5F, 1, 2, 3, 4, 5, 6",Lincoln IU 12,http://www.iu12.org
6694,106166503,Keystone El Sch,Keystone School District,SD,496,0,0.4,0.6,0,0,96.8,2.2,48.2,0.2,17.1,Yes,52,48,451 Huston Avenue,PA,16232,814-797-1251,http://www.keyknox.com,Knox,Not Available,496,0.8,"K5F, 1, 2, 3, 4, 5, 6",Riverview IU 6,http://www.riu6.org
6695,103022253,East Union Intrmd Sch,Deer Lakes School District,SD,449,0.2,0.7,1.3,0.2,0,95.6,2,35,0.7,20.3,Yes,53.2,46.8,57 East Union Road,PA,15024,724-265-5330,http://www.deerlakes.net,Cheswick,Not Available,449,2.7,"3, 4, 5",Allegheny IU 3,http://www.aiu3.net
6697,109248003,South St Marys Street El Sch,Saint Marys Area School District,SD,607,0.7,0.5,3.1,0,0,92.8,3,45.6,1.3,20.6,Yes,54.5,45.5,370 S Saint Marys St,PA,15857,814-834-3021,http://www.smasd.org,Saint Marys,Not Available,607,1.3,"K5F, 1, 2, 3, 4, 5",Seneca Highlands IU 9,http://www.iu9.org
6699,129544703,Minersville Area El Ctr,Minersville Area School District,SD,513,1,3.1,5.3,0,0,87.5,3.1,52.2,0.2,24.6,Yes,53,47,North Fifth Street,PA,17954,570-544-1400,http://www.battlinminers.com,Minersville,Not Available,513,0.2,"1, 2, 3, 4, 5, 6",Schuylkill IU 29,http://www.iu29.org
6701,106272003,West Forest El Sch,Forest Area School District,SD,164,0,0,3,0,0,97,0,55.5,0.0,16.5,Yes,56.1,43.9,"22318 Route 62, Box 15",PA,16353,814-755-3302,http://www.forestareaschools.org/,Tionesta,Not Available,164,0,"PreKF, K5F, 1, 2, 3, 4, 5, 6",Riverview IU 6,http://www.riu6.org
6704,119648903,Western Wayne HS,Western Wayne School District,SD,622,0.6,1.8,4.3,0,0,90.5,2.7,55.3,0.2,9.3,No,48.6,51.4,1970A Easton Turnpike,PA,18436,800-321-9973,http://www.westernwayne.org,Lake Ariel,Not Available,622,4.3,"9, 10, 11, 12",Northeastern Educational IU 19,http://www.iu19.org
6705,112678503,West York Area HS,West York Area School District,SD,886,1.6,9.4,15.1,0.2,0.2,67.8,5.6,48.1,4.1,15.3,No,51,49,1800 Bannister St,PA,17404,717-845-6634,http://www.wyasd.k12.pa.us,York,Not Available,886,6.1,"9, 10, 11, 12",Lincoln IU 12,http://www.iu12.org
6706,103021752,Chartiers Valley HS,Chartiers Valley School District,SD,1020,3,3.4,1.4,0,0,87.2,4.9,30.7,1.7,7.3,No,51.9,48.1,50 Thoms Run Rd,PA,15017,412-429-2273,http://www.cvsd.net,Bridgeville,Not Available,1020,3.3,"9, 10, 11, 12",Allegheny IU 3,http://www.aiu3.net
6707,127041603,Blackhawk HS,Blackhawk School District,SD,757,0,0.8,1.4,0,0.1,95.9,1.7,27.3,0.0,9.1,No,52.4,47.6,500 Blackhawk Rd,PA,15010,724-846-9600,http://www.bsd.k12.pa.us,Beaver Falls,Not Available,757,3.7,"9, 10, 11, 12",Beaver Valley IU 27,http://www.bviu.org
6712,113362603,Ephrata Intermediate/MS,Ephrata Area School District,SD,1322,3,3.4,10,0.1,0.1,81.5,1.9,44.1,2.3,22.7,No,51.7,48.3,957 Hammon Ave,PA,17522,717-721-1468,http://www.easdpa.org,Ephrata,Not Available,1322,4.9,"5, 6, 7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
6713,117086003,Snyder El Sch,Sayre Area School District,SD,598,0.3,0.2,0,0,0,99.3,0.2,55.7,0.0,18.1,Yes,49.5,50.5,130 Cedar St,PA,18840,570-888-7742,http://www.sayresd.org,Sayre,Not Available,598,0.7,"PreKH, K4H, K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
6714,115211603,Eagle View MS,Cumberland Valley School District,SD,1028,10.2,2.8,5.7,0,0,77.2,4,22.6,3.0,17.4,Yes,51.4,48.6,6746 Carlisle Pike,PA,17050,717-766-0217,http://www.cvschools.org,Mechanicsburg,Not Available,1028,0.9,"6, 7, 8",Capital Area IU 15,http://www.caiu.org
6716,123465303,Arcola Intrmd Sch,Methacton School District,SD,804,14.9,3,3.5,0,0.1,72.1,6.3,12.1,1.2,17.5,Yes,52.9,47.1,40001A Eagleville Road,PA,19403,610-489-5000,http://www.methacton.org,Eagleville,Not Available,804,10.3,"7, 8",Montgomery County IU 23,http://www.mciu.org
6718,118403302,Freeland El/MS,Hazleton Area School District,SD,926,0.6,1.8,23.3,0,0.5,71.8,1.8,53.6,5.3,14.8,Yes,52.5,47.5,400 Alvin St,PA,18224,570-459-3111,http://www.hasdk12.org,Freeland,Not Available,926,1.2,"K5F, 1, 2, 3, 4, 5, 6, 7, 8",Luzerne IU 18,http://www.liu18.org
6719,124158503,Charles F Patton MS,Unionville-Chadds Ford School District,SD,997,14,1,4.6,0.2,0.2,77.1,2.8,6.3,1.2,16.9,No,49.8,50.2,760 Unionville Road,PA,19348,610-347-2000,http://www.ucfsd.org,Kennett Square,Not Available,997,4.8,"6, 7, 8",Chester County IU 24,http://www.cciu.org
6720,127045653,New Brighton Area El Sch,New Brighton Area School District,SD,639,0,7.5,2.2,0,0.3,73.4,16.6,67.6,0.0,16.1,Yes,49.9,50.1,3200 43rd St,PA,15066,724-843-1194,http://www.nbasd.org/,New Brighton,Not Available,639,4.2,"K5F, 1, 2, 3, 4, 5",Beaver Valley IU 27,http://www.bviu.org
6722,120481002,Donegan El Sch,Bethlehem Area School District,SD,513,1.2,12.3,77.8,0,0,7.8,1,95.7,18.9,12.7,Yes,49.3,50.7,1210 East 4th St,PA,18015,610-866-0031,http://www.beth.k12.pa.us,Bethlehem,Not Available,513,0.2,"PreKF, K5F, 1, 2, 3, 4, 5",Colonial IU 20,http://www.ciu20.org
6723,120481002,Fountain Hill El Sch,Bethlehem Area School District,SD,515,1,13,64.5,0,0.4,14.4,6.8,89.7,13.8,25.2,Yes,51.6,48.4,1330 Church St,PA,18015,610-865-5881,http://www.beth.k12.pa.us,Bethlehem,Not Available,515,1.4,"K5F, 1, 2, 3, 4, 5",Colonial IU 20,http://www.ciu20.org
6725,112676703,Spring Grove Area MS,Spring Grove Area School District,SD,638,1.2,5.3,4.2,0,0,87.3,1.9,34,0.5,14.3,No,53.4,46.6,244 Old Hanover Rd,PA,17362,717-225-4731,http://www.sgasd.org,Spring Grove,Not Available,638,4.2,"7, 8",Lincoln IU 12,http://www.iu12.org
6727,121394503,Slatington El Sch,Northern Lehigh School District,SD,474,0.4,1.7,12,0.2,0,82.3,3.4,47,0.2,18.4,Yes,50,50,1201 Shadow Oaks Ln,PA,18080,610-767-9821,http://www.nlsd.org,Slatington,Not Available,474,1.9,"3, 4, 5, 6",Carbon-Lehigh IU 21,http://www.cliu.org
6729,123465602,Norristown Area HS,Norristown Area School District,SD,1714,2,40.8,35.3,0,0,17.6,4.4,68.7,11.0,21.8,Yes,51.5,48.5,1900 Eagle Dr,PA,19403,610-630-5090,http://www.nasd.k12.pa.us,Norristown,Not Available,1714,6.3,"9, 10, 11, 12",Montgomery County IU 23,http://www.mciu.org
6731,114062003,Jacksonwald El Sch,Exeter Township School District,SD,375,2.1,5.9,19.7,0,0,70.7,1.6,40.8,5.1,20.5,Yes,51.5,48.5,100 Church Lane,PA,19606,610-779-1820,http://www.exeter.k12.pa.us,Reading,Not Available,375,2.1,"K5H, K5F, 1, 2, 3, 4, 5       ",Berks County IU 14,http://www.berksiu.org
6733,113364503,Bucher Sch,Manheim Township School District,SD,380,12.6,7.4,17.6,0,0,57.9,4.5,36.3,4.2,14.2,No,51.3,48.7,450 Candlewyck Rd,PA,17601,717-569-4291,http://www.mtwp.net,Lancaster,Not Available,380,3.7,"K5F, 1, 2, 3, 4",Lancaster-Lebanon IU 13,http://www.iu13.org
6734,124159002,West Chester East HS,West Chester Area School District,SD,1236,7.8,6.2,6.6,0,0,78.9,0.5,15.6,1.9,12.9,No,52.7,47.3,450 Ellis Ln,PA,19380,484-266-3800,http://www.wcasd.net,West Chester,Not Available,1236,6.4,"9, 10, 11, 12",Chester County IU 24,http://www.cciu.org
6737,105253303,Fairview HS,Fairview School District,SD,517,2.5,1.9,3.7,0,0.4,90.7,0.8,19.9,0.4,8.1,No,51.1,48.9,7460 McCray Rd,PA,16415,814-474-2600,http://www.fairviewschools.org/,Fairview,Not Available,517,8.1,"9, 10, 11, 12",Northwest Tri-County IU 5,http://www.iu5.org
6744,104435107,Mercer County Career Center,Mercer County Career Center,OCCCTC,422,0,5.7,0.2,0,0,93.1,1,58.1,0.0,0,No,64.9,35.1,776 Greenville Road,PA,16137,724-662-3000,http://www.mercerccc.org,Mercer,"Cosmetology; Institutional Food Workers; Electrical, Electronic and Comm Eng Tech; Child Care and Support Services; Homeland Security; Carpentry; Building/Property Maint; Autobody/Collision; Automotive Mech; Medium/Heavy Vehicle; Welder; Precision Production, Other; Health Prof and Rel Clinical Sciences; Entrepreneurship/Entrepreneurial Studies",422,1,"9, 10, 11, 12",Midwestern IU 4,http://www.miu4.org
6745,105258503,Northwestern SHS,Northwestern School District,SD,450,0,0.2,1.3,0,0.2,97.6,0.7,55.8,0.0,17.6,No,52.7,47.3,200 Harthan Way,PA,16401,814-756-9400,http://www.nwsd.org,Albion,Not Available,450,2.7,"9, 10, 11, 12",Northwest Tri-County IU 5,http://www.iu5.org
6746,123466303,Pottsgrove MS,Pottsgrove School District,SD,737,1.6,11.5,7.2,0.1,0.1,68.2,11.1,37.2,0.7,19.7,No,47.9,52.1,1351 North Hanover Street,PA,19464,610-326-8243,http://www.pgsd.org/,Pottstown,Not Available,737,7.9,"6, 7, 8",Montgomery County IU 23,http://www.mciu.org
6748,119357003,Riverside El Sch West,Riverside School District,SD,335,1.2,3,14.6,0.3,0.3,71,9.6,59.7,4.5,17,Yes,54.6,45.4,308 Davis St,PA,18517,570-562-2121,http://www.riversidesd.com,Taylor,Not Available,335,0,"K5F, 1, 2",Northeastern Educational IU 19,http://www.iu19.org
6762,113364002,Price El Sch,Lancaster School District,SD,518,1.5,16,70.5,0,0,5.8,6.2,93.8,12.0,18.7,Yes,51.7,48.3,615 Fairview Ave,PA,17603,717-291-6252,http://www.lancaster.k12.pa.us/,Lancaster,Not Available,518,0.2,"PreKF, K5F, 1, 2, 3, 4, 5",Lancaster-Lebanon IU 13,http://www.iu13.org
6765,126515001,Prince Hall Sch,Philadelphia City School District,SD,556,0,84.4,3.1,0,0.2,7.4,5,88.1,0.9,16,Yes,51.4,48.6,6101 North Gratz Street,PA,19141,215-400-3690,http://www.philasd.org,Philadelphia,Not Available,556,0,"PreKF, K5F, 1, 2, 3, 4, 5",Philadelphia IU 26,http://www.phila.k12.pa.us/
6767,126515001,Clemente Roberto MS,Philadelphia City School District,SD,429,0.7,32.9,59.2,0,0,1.2,6.1,94.9,20.0,25.4,Yes,52.2,47.8,122 W Erie Ave,PA,19140,215-400-3930,http://www.philasd.org,Philadelphia,Not Available,429,0,"6, 7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
6768,126515001,Meehan Austin MS,Philadelphia City School District,SD,568,4.8,35.6,22,0,0.2,29.8,7.8,96.5,8.5,19.2,Yes,56.9,43.1,3001 Ryan Ave,PA,19152,215-400-3240,http://www.philasd.org,Philadelphia,Not Available,568,0,"7, 8",Philadelphia IU 26,http://www.phila.k12.pa.us/
6773,114069103,Cornwall Terrace El Sch,Wilson School District,SD,509,8.1,10.4,23,0,0.2,56,2.4,39.1,5.7,17.1,Yes,50.9,49.1,3100 Iroquois Ave.,PA,19608,610-670-0180,http://www.wilsonsd.org,Sinking Spring,Not Available,509,4.1,"K5F, 1, 2, 3, 4, 5",Berks County IU 14,http://www.berksiu.org
6775,119358403,Valley View HS,Valley View School District,SD,739,1.4,3.1,4.9,0,0.3,89.3,1.1,38.7,0.8,16.6,No,52.4,47.6,1 Columbus Dr,PA,18403,570-876-4110,http://www.valleyviewsd.org,Archbald,Not Available,739,2.8,"9, 10, 11, 12",Northeastern Educational IU 19,http://www.iu19.org
6776,119358403,Valley View El Ctr,Valley View School District,SD,522,1.9,1.9,5.8,0.2,0,89.5,0.8,42.3,0.6,14.6,Yes,48.1,51.9,901 Main Street,PA,18452,570-489-7579,http://www.valleyviewsd.org,Peckville,Not Available,522,0,"K5F, 1, 2",Northeastern Educational IU 19,http://www.iu19.org
6777,105254053,Rice Avenue MS,Girard School District,SD,508,0,0.6,2.8,0.2,0.4,93.5,2.6,53.9,0.4,18.1,No,52.6,47.4,1100 Rice Ave,PA,16417,814-774-5604,http://www.girardsd.org,Girard,Not Available,508,0.6,"5, 6, 7, 8",Northwest Tri-County IU 5,http://www.iu5.org
6780,103023912,Hartwood El Sch,Fox Chapel Area School District,SD,369,9.2,1.9,2.2,0,0,86.7,0,18.7,1.4,11.7,No,53.9,46.1,3730 Saxonburg Blvd,PA,15238,412-767-5396,http://www.fcasd.edu,Pittsburgh,Not Available,369,3.2,"K5F, 1, 2, 3, 4, 5",Allegheny IU 3,http://www.aiu3.net
6783,115221402,Linglestown MS,Central Dauphin School District,SD,702,4,10.5,8.8,0,0.1,69.2,7.3,29.8,0.3,13.4,No,49.4,50.6,1200 N Mountain Rd,PA,17112,717-657-3060,http://www.cdschools.org,Harrisburg,Not Available,702,7.8,"6, 7, 8",Capital Area IU 15,http://www.caiu.org
6785,120488603,Wilson Area Intermediate Sch,Wilson Area School District,SD,731,3.4,11.5,21.2,0,0.4,55.8,7.7,52.7,3.0,17.9,No,51.3,48.7,2400 Firmstone St,PA,18042,484-373-6110,http://www.wilsonareasd.org,Easton,Not Available,731,4.6,"5, 6, 7, 8",Colonial IU 20,http://www.ciu20.org
6786,116493503,Line Mountain El Sch,Line Mountain School District,SD,395,0,0.5,0.2,0,0,96.7,2.5,43.8,0.0,15.2,Yes,46.8,53.2,542 W Shamokin St,PA,17881,570-797-3825,http://www.linemountain.com,Trevorton,Not Available,395,1.8,"K4H, K5F, 1, 2, 3, 4",Central Susquehanna IU 16,http://www.csiu.org
6787,103021102,Harrison MS,Baldwin-Whitehall School District,SD,979,11.2,5.6,1.8,0.1,0,77.6,3.6,42.7,3.9,10.7,No,53.5,46.5,129 Windvale Dr,PA,15236,412-885-7530,http://www.bwschools.net,Pittsburgh,Not Available,979,4.7,"6, 7, 8",Allegheny IU 3,http://www.aiu3.net
6788,122091002,Valley El Sch,Bensalem Township School District,SD,716,6.7,4.2,15.9,0,0.1,67,6,30.7,8.1,17.9,No,50.4,49.6,3100 Donallen Dr,PA,19020,215-750-2800,http://www.bensalemsd.org,Bensalem,Not Available,716,1.8,"K5F, 1, 2, 3, 4, 5, 6",Bucks County IU 22,http://www.bucksiu.org
6791,119357402,West Scranton Intrmd Sch,Scranton School District,SD,768,1.2,9.2,26,0,0,56.8,6.8,82.9,6.6,20.8,No,54.3,45.7,1401 Fellows St,PA,18504,570-348-3475,http://www.scrsd.org/,Scranton,Not Available,768,0.9,"6, 7, 8",Northeastern Educational IU 19,http://www.iu19.org
6794,114063003,Intermediate Sch,Governor Mifflin School District,SD,663,1.7,6.8,22,0,0.2,66.1,3.3,44.3,3.5,20.8,Yes,49.3,50.7,600 Governor Dr,PA,19607,610-775-5083,http://www.governormifflinsd.org,Shillington,Not Available,663,4.2,"5, 6",Berks County IU 14,http://www.berksiu.org
